"Date","SimpleDate","TemperatureOut","Feels Like (°C)","Dew Point (°C)","WindSpeed(km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Total Rain (mm)","RelativePressure(hPa)","Humidity(%)","Indoor Temperature (°C)","Indoor Humidity (%)","AvgWindDir10min","Outdoor Battery","AbsolutePressure(hPa)","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-01-31T06:50:00-06:00,2025-01-31 06:50:00,25.2,25.7,20.2,1.1,3.6,9.4,298,0,0,0,0,11.7,1297.3,1297.3,1004.3,74,26.9,68,344,1,1004.3,28.6,20.5
2025-01-31T06:45:00-06:00,2025-01-31 06:45:00,24.9,25.4,19.9,5,9.4,9.4,11,0,0,0,0,11.7,1297.3,1297.3,1004.1,74,27,68,259,1,1004.1,28.7,20.6
2025-01-31T06:40:00-06:00,2025-01-31 06:40:00,24.9,25.4,20.4,0.4,5.4,7.2,65,0,0,0,0,11.7,1297.3,1297.3,1004.1,76,27,68,259,1,1004.1,28.7,20.6
2025-01-31T06:35:00-06:00,2025-01-31 06:35:00,24.8,25.3,20.1,2.5,3.6,7.2,325,0,0,0,0,11.7,1297.3,1297.3,1003.8,75,27,68,342,1,1003.8,28.7,20.6
2025-01-31T06:30:00-06:00,2025-01-31 06:30:00,24.9,25.4,20.2,0,1.8,7.2,251,0,0,0,0,11.7,1297.3,1297.3,1003.8,75,27,68,342,1,1003.8,28.7,20.6
2025-01-31T06:25:00-06:00,2025-01-31 06:25:00,25,25.5,20,0.4,1.8,7.2,51,0,0,0,0,11.7,1297.3,1297.3,1003.6,74,27,68,81,1,1003.6,28.7,20.6
2025-01-31T06:21:00-06:00,2025-01-31 06:21:00,24.6,25.1,19.9,0,3.6,7.2,344,0,0,0,0,11.7,1297.3,1297.3,1003.7,75,27,67,81,1,1003.7,28.6,20.3
2025-01-31T06:16:00-06:00,2025-01-31 06:16:00,24.4,24.9,20.3,0.7,1.8,7.2,75,0,0,0,0,11.7,1297.3,1297.3,1003.6,78,26.9,68,283,1,1003.6,28.6,20.5
2025-01-31T06:10:00-06:00,2025-01-31 06:10:00,24.1,24.7,20.4,0,1.8,7.2,5,0,0,0,0,11.7,1297.3,1297.3,1003.6,80,26.9,68,283,1,1003.6,28.6,20.5
2025-01-31T06:05:00-06:00,2025-01-31 06:05:00,23.3,23.8,20,2.2,3.6,7.2,347,0,0,0,0,11.7,1297.3,1297.3,1003.4,82,27,68,284,1,1003.4,28.7,20.6
2025-01-31T06:00:00-06:00,2025-01-31 06:00:00,22.7,23.3,20.4,0,0,7.2,284,0,0,0,0,11.7,1297.3,1297.3,1003.3,87,27,67,284,1,1003.3,28.6,20.3
2025-01-31T05:55:00-06:00,2025-01-31 05:55:00,22.6,23.2,20.7,1.1,1.8,7.2,284,0,0,0,0,11.7,1297.3,1297.3,1003.4,89,27,67,284,1,1003.4,28.6,20.3
2025-01-31T05:50:00-06:00,2025-01-31 05:50:00,22.6,23.3,20.9,0,0,7.2,283,0,0,0,0,11.7,1297.3,1297.3,1003.1,90,27,67,284,1,1003.1,28.6,20.3
2025-01-31T05:45:00-06:00,2025-01-31 05:45:00,22.6,23.2,20.5,0,1.8,7.2,284,0,0,0,0,11.7,1297.3,1297.3,1003.1,88,27.1,67,283,1,1003.1,28.8,20.4
2025-01-31T05:40:00-06:00,2025-01-31 05:40:00,22.6,23.2,20.7,0.4,1.8,7.2,283,0,0,0,0,11.7,1297.3,1297.3,1003.1,89,27,67,283,1,1003.1,28.6,20.3
2025-01-31T05:35:00-06:00,2025-01-31 05:35:00,22.7,23.3,20.8,0,0,7.2,283,0,0,0,0,11.7,1297.3,1297.3,1002.9,89,27,67,282,1,1002.9,28.6,20.3
2025-01-31T05:30:00-06:00,2025-01-31 05:30:00,22.7,23.3,20.8,0,0,7.2,283,0,0,0,0,11.7,1297.3,1297.3,1002.8,89,27,67,282,1,1002.8,28.6,20.3
2025-01-31T05:25:00-06:00,2025-01-31 05:25:00,23,23.7,21.1,1.8,1.8,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1002.9,89,27,67,282,1,1002.9,28.6,20.3
2025-01-31T05:20:00-06:00,2025-01-31 05:20:00,22.9,23.5,20.6,0,0,7.2,283,0,0,0,0,11.7,1297.3,1297.3,1002.9,87,27,67,282,1,1002.9,28.6,20.3
2025-01-31T05:15:00-06:00,2025-01-31 05:15:00,23,23.7,20.9,0,0,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1003,88,27.1,67,282,1,1003,28.8,20.4
2025-01-31T05:10:00-06:00,2025-01-31 05:10:00,23.2,23.8,20.9,0,0,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1002.9,87,27,67,282,1,1002.9,28.6,20.3
2025-01-31T05:05:00-06:00,2025-01-31 05:05:00,23.3,23.9,20.8,0,0,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1002.7,86,27,67,283,1,1002.7,28.6,20.3
2025-01-31T05:00:00-06:00,2025-01-31 05:00:00,23.4,24,20.7,0,0,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1002.7,85,27,67,283,1,1002.7,28.6,20.3
2025-01-31T04:55:00-06:00,2025-01-31 04:55:00,23.4,24,20.5,0,0,7.2,283,0,0,0,0,11.7,1297.3,1297.3,1002.7,84,27,67,282,1,1002.7,28.6,20.3
2025-01-31T04:50:00-06:00,2025-01-31 04:50:00,23.3,23.9,20.6,0,0,7.2,283,0,0,0,0,11.7,1297.3,1297.3,1002.8,85,27,67,282,1,1002.8,28.6,20.3
2025-01-31T04:45:00-06:00,2025-01-31 04:45:00,23.1,23.7,20.4,0,0,7.2,283,0,0,0,0,11.7,1297.3,1297.3,1002.7,85,27,66,283,1,1002.7,28.6,20.1
2025-01-31T04:40:00-06:00,2025-01-31 04:40:00,23.2,23.8,20.5,0,0,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1002.4,85,27,66,283,1,1002.4,28.6,20.1
2025-01-31T04:35:00-06:00,2025-01-31 04:35:00,23.1,23.7,20.4,0,0,7.2,283,0,0,0,0,11.7,1297.3,1297.3,1002.3,85,27,66,282,1,1002.3,28.6,20.1
2025-01-31T04:30:00-06:00,2025-01-31 04:30:00,22.8,23.4,20.3,0,0,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1002.3,86,27.1,66,282,1,1002.3,28.7,20.2
2025-01-31T04:25:00-06:00,2025-01-31 04:25:00,22.8,23.4,20.5,0,0,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1002.3,87,27,66,290,1,1002.3,28.6,20.1
2025-01-31T04:20:00-06:00,2025-01-31 04:20:00,22.7,23.3,20.4,0,0,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1002.2,87,27,66,290,1,1002.2,28.6,20.1
2025-01-31T04:15:00-06:00,2025-01-31 04:15:00,22.6,23.2,20.3,0,0,7.2,282,0,0,0,0,11.7,1297.3,1297.3,1002.3,87,27,66,294,1,1002.3,28.6,20.1
2025-01-31T04:10:00-06:00,2025-01-31 04:10:00,22.8,23.4,20.7,0.4,1.8,7.2,292,0,0,0,0,11.7,1297.3,1297.3,1002.3,88,27.1,66,294,1,1002.3,28.7,20.2
2025-01-31T04:05:00-06:00,2025-01-31 04:05:00,22.9,23.5,20.4,0,0,7.2,293,0,0,0,0,11.7,1297.3,1297.3,1002.3,86,27.1,66,8,1,1002.3,28.7,20.2
2025-01-31T04:00:00-06:00,2025-01-31 04:00:00,22.8,23.4,20.3,0,0,7.2,293,0,0,0,0,11.7,1297.3,1297.3,1002.2,86,27.1,66,8,1,1002.2,28.7,20.2
2025-01-31T03:55:00-06:00,2025-01-31 03:55:00,22.9,23.5,20.4,0,1.8,7.2,329,0,0,0,0,11.7,1297.3,1297.3,1002.3,86,27.1,66,9,1,1002.3,28.7,20.2
2025-01-31T03:50:00-06:00,2025-01-31 03:50:00,22.7,23.3,20.2,0,0,7.2,9,0,0,0,0,11.7,1297.3,1297.3,1002.1,86,27.1,66,9,1,1002.1,28.7,20.2
2025-01-31T03:45:00-06:00,2025-01-31 03:45:00,22.5,23.1,20.2,0,0,7.2,9,0,0,0,0,11.7,1297.3,1297.3,1002.1,87,27.1,65,284,1,1002.1,28.6,19.9
2025-01-31T03:40:00-06:00,2025-01-31 03:40:00,22.5,23.1,20.2,0,1.8,7.2,9,0,0,0,0,11.7,1297.3,1297.3,1002.2,87,27.1,65,284,1,1002.2,28.6,19.9
2025-01-31T03:35:00-06:00,2025-01-31 03:35:00,22.5,23.1,20.4,0,0,7.2,224,0,0,0,0,11.7,1297.3,1297.3,1002.1,88,27,65,81,1,1002.1,28.4,19.8
2025-01-31T03:30:00-06:00,2025-01-31 03:30:00,22.7,23.3,20.4,1.1,1.8,7.2,280,0,0,0,0,11.7,1297.3,1297.3,1002.1,87,27.1,65,81,1,1002.1,28.6,19.9
2025-01-31T03:25:00-06:00,2025-01-31 03:25:00,23.1,23.7,20.2,0,1.8,7.2,81,0,0,0,0,11.7,1297.3,1297.3,1002.3,84,27.1,65,274,1,1002.3,28.6,19.9
2025-01-31T03:20:00-06:00,2025-01-31 03:20:00,22.9,23.4,20,1.4,1.8,7.2,88,0,0,0,0,11.7,1297.3,1297.3,1002,84,27.1,65,274,1,1002,28.6,19.9
2025-01-31T03:15:00-06:00,2025-01-31 03:15:00,22.8,23.3,19.9,0,0,7.2,274,0,0,0,0,11.7,1297.3,1297.3,1002.1,84,27.2,65,275,1,1002.1,28.8,20.1
2025-01-31T03:10:00-06:00,2025-01-31 03:10:00,22.8,23.3,19.9,0,0,7.2,275,0,0,0,0,11.7,1297.3,1297.3,1002.1,84,27.1,65,275,1,1002.1,28.6,19.9
2025-01-31T03:05:00-06:00,2025-01-31 03:05:00,23,23.5,20.1,0,0,7.2,275,0,0,0,0,11.7,1297.3,1297.3,1002.1,84,27.2,65,129,1,1002.1,28.8,20.1
2025-01-31T03:00:00-06:00,2025-01-31 03:00:00,22.8,23.3,19.8,0,0,7.2,275,0,0,0,0,11.7,1297.3,1297.3,1002.1,83,27.1,65,129,1,1002.1,28.6,19.9
2025-01-31T02:55:00-06:00,2025-01-31 02:55:00,23.1,23.6,20,1.8,1.8,7.2,276,0,0,0,0,11.7,1297.3,1297.3,1002.3,83,27.2,65,353,1,1002.3,28.8,20.1
2025-01-31T02:50:00-06:00,2025-01-31 02:50:00,23.1,23.6,20,0,0,7.2,129,0,0,0,0,11.7,1297.3,1297.3,1002.3,83,27.1,65,353,1,1002.3,28.6,19.9
2025-01-31T02:45:00-06:00,2025-01-31 02:45:00,22.8,23.3,19.8,0,0,7.2,129,0,0,0,0,11.7,1297.3,1297.3,1002.1,83,27.2,65,114,1,1002.1,28.8,20.1
2025-01-31T02:40:00-06:00,2025-01-31 02:40:00,22.7,23.2,19.7,0,0,7.2,353,0,0,0,0,11.7,1297.3,1297.3,1002.4,83,27.2,65,114,1,1002.4,28.8,20.1
2025-01-31T02:35:00-06:00,2025-01-31 02:35:00,22.8,23.3,19.8,0,0,7.2,114,0,0,0,0,11.7,1297.3,1297.3,1002.4,83,27.2,65,181,1,1002.4,28.8,20.1
2025-01-31T02:30:00-06:00,2025-01-31 02:30:00,22.8,23.3,19.8,0,0,7.2,346,0,0,0,0,11.7,1297.3,1297.3,1002.4,83,27.2,64,181,1,1002.4,28.7,19.8
2025-01-31T02:25:00-06:00,2025-01-31 02:25:00,22,22.4,19.2,0,3.6,7.2,181,0,0,0,0,11.7,1297.3,1297.3,1002.3,84,27.2,64,147,1,1002.3,28.7,19.8
2025-01-31T02:20:00-06:00,2025-01-31 02:20:00,22.1,22.7,20.2,5.4,7.2,7.2,295,0,0,0,0,11.7,1297.3,1297.3,1002.5,89,27.2,64,147,1,1002.5,28.7,19.8
2025-01-31T02:15:00-06:00,2025-01-31 02:15:00,22,22.6,20.1,0,1.8,5.4,301,0,0,0,0,11.7,1297.3,1297.3,1002.2,89,27.3,64,148,1,1002.2,28.8,19.9
2025-01-31T02:10:00-06:00,2025-01-31 02:10:00,22.6,23.2,20.1,0,0,5.4,149,0,0,0,0,11.7,1297.3,1297.3,1002.3,86,27.3,64,148,1,1002.3,28.8,19.9
2025-01-31T02:06:00-06:00,2025-01-31 02:06:00,22.7,23.2,20,0,0,5.4,148,0,0,0,0,11.7,1297.3,1297.3,1002.2,85,27.3,64,157,1,1002.2,28.8,19.9
2025-01-31T02:00:00-06:00,2025-01-31 02:00:00,22.5,23.1,20,0,0,5.4,149,0,0,0,0,11.7,1297.3,1297.3,1002.2,86,27.3,64,157,1,1002.2,28.8,19.9
2025-01-31T01:55:00-06:00,2025-01-31 01:55:00,22.3,22.9,20.2,0,0,5.4,317,0,0,0,0,11.7,1297.3,1297.3,1002.5,88,27.3,64,157,1,1002.5,28.8,19.9
2025-01-31T01:50:00-06:00,2025-01-31 01:50:00,22.3,22.9,20,0,0,5.4,157,0,0,0,0,11.7,1297.3,1297.3,1002.3,87,27.4,64,157,1,1002.3,28.9,20
2025-01-31T01:45:00-06:00,2025-01-31 01:45:00,22.3,22.9,20,0,0,5.4,157,0,0,0,0,11.7,1297.3,1297.3,1002.5,87,27.3,64,157,1,1002.5,28.8,19.9
2025-01-31T01:40:00-06:00,2025-01-31 01:40:00,22.4,22.9,19.9,0,0,5.4,157,0,0,0,0,11.7,1297.3,1297.3,1002.8,86,27.3,64,157,1,1002.8,28.8,19.9
2025-01-31T01:35:00-06:00,2025-01-31 01:35:00,22.5,23,19.8,0,0,5.4,157,0,0,0,0,11.7,1297.3,1297.3,1002.7,85,27.4,64,257,1,1002.7,28.9,20
2025-01-31T01:30:00-06:00,2025-01-31 01:30:00,22.2,22.7,19.7,0,1.8,5.4,129,0,0,0,0,11.7,1297.3,1297.3,1002.9,86,27.4,64,257,1,1002.9,28.9,20
2025-01-31T01:25:00-06:00,2025-01-31 01:25:00,22.3,22.8,19.8,0.4,1.8,5.4,19,0,0,0,0,11.7,1297.3,1297.3,1002.6,86,27.4,63,188,1,1002.6,28.9,19.7
2025-01-31T01:20:00-06:00,2025-01-31 01:20:00,22.1,22.6,19.6,0,1.8,5.4,262,0,0,0,0,11.7,1297.3,1297.3,1002.9,86,27.4,63,188,1,1002.9,28.9,19.7
2025-01-31T01:15:00-06:00,2025-01-31 01:15:00,22,22.5,19.7,0,0,5.4,245,0,0,0,0,11.7,1297.3,1297.3,1002.9,87,27.5,63,166,1,1002.9,29,19.8
2025-01-31T01:10:00-06:00,2025-01-31 01:10:00,22.7,23.2,19.7,0,0,5.4,187,0,0,0,0,11.7,1297.3,1297.3,1002.7,83,27.5,63,166,1,1002.7,29,19.8
2025-01-31T01:05:00-06:00,2025-01-31 01:05:00,23.6,24.1,20.1,0,0,5.4,186,0,0,0,0,11.7,1297.3,1297.3,1002.9,81,27.5,63,132,1,1002.9,29,19.8
2025-01-31T01:00:00-06:00,2025-01-31 01:00:00,23.8,24.3,19.9,0,0,5.4,83,0,0,0,0,11.7,1297.3,1297.3,1002.9,79,27.5,63,132,1,1002.9,29,19.8
2025-01-31T00:55:00-06:00,2025-01-31 00:55:00,23.5,23.9,19.2,1.4,3.6,5.4,138,0,0,0,0,11.7,1297.3,1297.3,1002.8,77,27.5,63,340,1,1002.8,29,19.8
2025-01-31T00:50:00-06:00,2025-01-31 00:50:00,23,23.5,20,0.7,1.8,5.4,344,0,0,0,0,11.7,1297.3,1297.3,1003.1,83,27.5,63,340,1,1003.1,29,19.8
2025-01-31T00:45:00-06:00,2025-01-31 00:45:00,22.8,23.3,19.9,0,1.8,5.4,89,0,0,0,0,11.7,1297.3,1297.3,1003,84,27.6,63,85,1,1003,29.2,19.9
2025-01-31T00:40:00-06:00,2025-01-31 00:40:00,22.7,23.2,19.7,0,0,5.4,339,0,0,0,0,11.7,1297.3,1297.3,1002.9,83,27.6,63,85,1,1002.9,29.2,19.9
2025-01-31T00:35:00-06:00,2025-01-31 00:35:00,22.9,23.4,19.9,0,0,5.4,30,0,0,0,0,11.7,1297.3,1297.3,1003,83,27.6,63,117,1,1003,29.2,19.9
2025-01-31T00:30:00-06:00,2025-01-31 00:30:00,23.8,24.3,19.9,1.4,3.6,5.4,291,0,0,0,0,11.7,1297.3,1297.3,1003.2,79,27.6,62,117,1,1003.2,29.1,19.7
2025-01-31T00:25:00-06:00,2025-01-31 00:25:00,22.9,23.4,19.5,1.8,1.8,5.4,111,0,0,0,0,11.7,1297.3,1297.3,1003.1,81,27.6,62,154,1,1003.1,29.1,19.7
2025-01-31T00:20:00-06:00,2025-01-31 00:20:00,23.5,24,19.8,1.4,1.8,5.4,298,0,0,0,0,11.7,1297.3,1297.3,1003.2,80,27.6,62,154,1,1003.2,29.1,19.7
2025-01-31T00:15:00-06:00,2025-01-31 00:15:00,23.2,23.7,20,0,0,3.6,155,0,0,0,0,11.7,1297.3,1297.3,1003.2,82,27.7,62,273,1,1003.2,29.2,19.7
2025-01-31T00:10:00-06:00,2025-01-31 00:10:00,23.2,23.7,20,3.6,3.6,3.6,258,0,0,0,0,11.7,1297.3,1297.3,1003.3,82,27.7,62,273,1,1003.3,29.2,19.7
2025-01-31T00:05:00-06:00,2025-01-31 00:05:00,22.9,23.4,19.7,3.2,3.6,3.6,321,0,0,0,0,11.7,1297.3,1297.3,1003.3,82,27.7,62,153,1,1003.3,29.2,19.7
2025-01-31T00:00:00-06:00,2025-01-31 00:00:00,23,23.5,19.8,0,1.8,1.8,301,0,0,0,0,11.7,1297.3,1297.3,1003.5,82,27.7,62,153,1,1003.5,29.2,19.7
2025-01-30T23:55:00-06:00,2025-01-30 23:55:00,23.3,23.7,19.4,1.8,3.6,33.1,85,0,0,0,0,11.7,1297.3,1297.3,1003.5,79,27.8,62,284,1,1003.5,29.4,19.8
2025-01-30T23:50:00-06:00,2025-01-30 23:50:00,23.2,23.7,19.8,0,0,33.1,153,0,0,0,0,11.7,1297.3,1297.3,1003.3,81,27.8,62,284,1,1003.3,29.4,19.8
2025-01-30T23:45:00-06:00,2025-01-30 23:45:00,23.1,23.6,19.7,0,3.6,33.1,66,0,0,0,0,11.7,1297.3,1297.3,1003.6,81,27.8,62,171,1,1003.6,29.4,19.8
2025-01-30T23:40:00-06:00,2025-01-30 23:40:00,22.8,23.3,19.6,0,0,33.1,283,0,0,0,0,11.7,1297.3,1297.3,1003.5,82,27.8,61,171,1,1003.5,29.3,19.6
2025-01-30T23:35:00-06:00,2025-01-30 23:35:00,23,23.5,19.8,0,0,33.1,171,0,0,0,0,11.7,1297.3,1297.3,1003.6,82,27.9,61,331,1,1003.6,29.4,19.7
2025-01-30T23:30:00-06:00,2025-01-30 23:30:00,23.5,24,20,0,1.8,33.1,260,0,0,0,0,11.7,1297.3,1297.3,1003.4,81,27.8,61,331,1,1003.4,29.3,19.6
2025-01-30T23:25:00-06:00,2025-01-30 23:25:00,23.4,23.8,19.3,2.5,3.6,33.1,151,0,0,0,0,11.7,1297.3,1297.3,1003.4,78,27.9,61,122,1,1003.4,29.4,19.7
2025-01-30T23:20:00-06:00,2025-01-30 23:20:00,24.1,24.6,20.2,1.4,3.6,33.1,330,0,0,0,0,11.7,1297.3,1297.3,1003.5,79,27.9,61,122,1,1003.5,29.4,19.7
2025-01-30T23:15:00-06:00,2025-01-30 23:15:00,24.2,24.7,19.9,2.2,3.6,33.1,126,0,0,0,0,11.7,1297.3,1297.3,1003.3,77,28,61,127,1,1003.3,29.6,19.8
2025-01-30T23:10:00-06:00,2025-01-30 23:10:00,24.1,24.6,20,1.8,1.8,33.1,113,0,0,0,0,11.7,1297.3,1297.3,1003.5,78,28,61,127,1,1003.5,29.6,19.8
2025-01-30T23:05:00-06:00,2025-01-30 23:05:00,24.4,24.9,19.9,0,0,33.1,127,0,0,0,0,11.7,1297.3,1297.3,1003.5,76,28,61,127,1,1003.5,29.6,19.8
2025-01-30T23:00:00-06:00,2025-01-30 23:00:00,24.5,25,20,0,0,33.1,126,0,0,0,0,11.7,1297.3,1297.3,1003.4,76,28,61,127,1,1003.4,29.6,19.8
2025-01-30T22:55:00-06:00,2025-01-30 22:55:00,24.6,25,19.6,0,0,33.1,127,0,0,0,0,11.7,1297.3,1297.3,1003.3,74,28,60,127,1,1003.3,29.4,19.5
2025-01-30T22:50:00-06:00,2025-01-30 22:50:00,24.5,24.9,19.6,0,0,33.1,127,0,0,0,0,11.7,1297.3,1297.3,1003.4,74,28,60,127,1,1003.4,29.4,19.5
2025-01-30T22:45:00-06:00,2025-01-30 22:45:00,24.5,24.9,19.6,0,0,33.1,127,0,0,0,0,11.7,1297.3,1297.3,1003.5,74,28,60,159,1,1003.5,29.4,19.5
2025-01-30T22:40:00-06:00,2025-01-30 22:40:00,24.6,25.1,19.9,0.7,1.8,33.1,127,0,0,0,0,11.7,1297.3,1297.3,1003.5,75,28.1,60,159,1,1003.5,29.6,19.6
2025-01-30T22:35:00-06:00,2025-01-30 22:35:00,24.3,24.8,19.8,1.1,1.8,33.1,159,0,0,0,0,11.7,1297.3,1297.3,1003.5,76,28.1,60,133,1,1003.5,29.6,19.6
2025-01-30T22:30:00-06:00,2025-01-30 22:30:00,24.6,25.1,19.9,0,0,33.1,135,0,0,0,0,11.7,1297.3,1297.3,1003.4,75,28.2,60,133,1,1003.4,29.7,19.7
2025-01-30T22:25:00-06:00,2025-01-30 22:25:00,24.6,25,19.6,0,0,33.1,135,0,0,0,0,11.7,1297.3,1297.3,1003.3,74,28.2,60,253,1,1003.3,29.7,19.7
2025-01-30T22:20:00-06:00,2025-01-30 22:20:00,24.8,25.3,19.8,0.4,3.6,33.1,96,0,0,0,0,11.7,1297.3,1297.3,1003.4,74,28.2,60,253,1,1003.4,29.7,19.7
2025-01-30T22:15:00-06:00,2025-01-30 22:15:00,25.2,25.6,19.3,0,0,33.1,253,0,0,0,0,11.7,1297.3,1297.3,1003.2,70,28.2,60,252,1,1003.2,29.7,19.7
2025-01-30T22:10:00-06:00,2025-01-30 22:10:00,25.2,25.6,19.6,0,1.8,33.1,252,0,0,0,0,11.7,1297.3,1297.3,1003.2,71,28.2,59,252,1,1003.2,29.6,19.4
2025-01-30T22:05:00-06:00,2025-01-30 22:05:00,25.1,25.5,19.2,0,0,33.1,252,0,0,0,0,11.7,1297.3,1297.3,1003.4,70,28.3,59,252,1,1003.4,29.8,19.5
2025-01-30T22:00:00-06:00,2025-01-30 22:00:00,25.2,25.7,19.8,0,0,33.1,252,0,0,0,0,11.7,1297.3,1297.3,1003.3,72,28.3,59,252,1,1003.3,29.8,19.5
2025-01-30T21:55:00-06:00,2025-01-30 21:55:00,25.7,26.1,19.6,0.4,1.8,33.1,252,0,0,0,0,11.7,1297.3,1297.3,1003.4,69,28.3,59,252,1,1003.4,29.8,19.5
2025-01-30T21:50:00-06:00,2025-01-30 21:50:00,25.5,25.9,19.1,0,0,33.1,252,0,0,0,0,11.7,1297.3,1297.3,1003.5,68,28.4,59,252,1,1003.5,29.9,19.6
2025-01-30T21:45:00-06:00,2025-01-30 21:45:00,25.9,26.3,19.3,0,0,33.1,252,0,0,0,0,11.7,1297.3,1297.3,1003.6,67,28.4,59,250,1,1003.6,29.9,19.6
2025-01-30T21:40:00-06:00,2025-01-30 21:40:00,26.2,26.6,19.3,0,0,33.1,253,0,0,0,0,11.7,1297.3,1297.3,1003.4,66,28.4,59,250,1,1003.4,29.9,19.6
2025-01-30T21:35:00-06:00,2025-01-30 21:35:00,26,26.4,18.9,0,1.8,33.1,250,0,0,0,0,11.7,1297.3,1297.3,1003.5,65,28.4,59,254,1,1003.5,29.9,19.6
2025-01-30T21:30:00-06:00,2025-01-30 21:30:00,25.7,26.1,19.1,0,1.8,33.1,249,0,0,0,0,11.7,1297.3,1297.3,1003.6,67,28.4,59,254,1,1003.6,29.9,19.6
2025-01-30T21:25:00-06:00,2025-01-30 21:25:00,25.6,26,19.2,0.7,1.8,33.1,258,0,0,0,0,11.7,1297.3,1297.3,1003.6,68,28.4,59,245,1,1003.6,29.9,19.6
2025-01-30T21:20:00-06:00,2025-01-30 21:20:00,25.5,25.9,19.1,1.4,1.8,33.1,248,0,0,0,0,11.7,1297.3,1297.3,1003.6,68,28.5,59,245,1,1003.6,30.1,19.7
2025-01-30T21:15:00-06:00,2025-01-30 21:15:00,25.4,25.8,19.1,1.4,1.8,33.1,253,0,0,0,0,11.7,1297.3,1297.3,1003.5,68,28.5,58,228,1,1003.5,29.9,19.4
2025-01-30T21:10:00-06:00,2025-01-30 21:10:00,25.5,25.9,19.4,0,1.8,33.1,248,0,0,0,0,11.7,1297.3,1297.3,1003.5,69,28.5,58,228,1,1003.5,29.9,19.4
2025-01-30T21:05:00-06:00,2025-01-30 21:05:00,25.4,25.8,19.1,1.8,1.8,33.1,247,0,0,0,0,11.7,1297.3,1297.3,1003.4,68,28.6,58,264,1,1003.4,30.1,19.5
2025-01-30T21:01:00-06:00,2025-01-30 21:01:00,25.5,25.9,19.1,0,0,33.1,224,0,0,0,0,11.7,1297.3,1297.3,1003.5,68,28.5,58,264,1,1003.5,29.9,19.4
2025-01-30T20:55:00-06:00,2025-01-30 20:55:00,25.8,26.2,19.4,0.4,1.8,33.1,225,0,0,0,0,11.7,1297.3,1297.3,1003.5,68,28.5,58,287,1,1003.5,29.9,19.4
2025-01-30T20:50:00-06:00,2025-01-30 20:50:00,25.8,26.2,19,0,0,33.1,273,0,0,0,0,11.7,1297.3,1297.3,1003.4,66,28.5,58,287,1,1003.4,29.9,19.4
2025-01-30T20:45:00-06:00,2025-01-30 20:45:00,25.8,26.2,19,0,1.8,33.1,273,0,0,0,0,11.7,1297.3,1297.3,1003.1,66,28.5,58,287,1,1003.1,29.9,19.4
2025-01-30T20:40:00-06:00,2025-01-30 20:40:00,26,26.4,19.1,0.4,1.8,33.1,287,0,0,0,0,11.7,1297.3,1297.3,1003.1,66,28.6,58,287,1,1003.1,30.1,19.5
2025-01-30T20:35:00-06:00,2025-01-30 20:35:00,26,26.4,18.9,1.4,1.8,33.1,293,0,0,0,0,11.7,1297.3,1297.3,1003.2,65,28.7,58,282,1,1003.2,30.3,19.6
2025-01-30T20:30:00-06:00,2025-01-30 20:30:00,26.2,26.6,19.1,0,1.8,33.1,288,0,0,0,0,11.7,1297.3,1297.3,1003,65,28.7,58,282,1,1003,30.3,19.6
2025-01-30T20:25:00-06:00,2025-01-30 20:25:00,26.4,26.8,19,1.8,1.8,33.1,288,0,0,0,0,11.7,1297.3,1297.3,1003,64,28.6,58,260,1,1003,30.1,19.5
2025-01-30T20:20:00-06:00,2025-01-30 20:20:00,26.6,27,19,0,1.8,33.1,282,0,0,0,0,11.7,1297.3,1297.3,1002.8,63,28.6,58,260,1,1002.8,30.1,19.5
2025-01-30T20:15:00-06:00,2025-01-30 20:15:00,26.7,27.8,18.8,0,1.8,33.1,260,0,0,0,0,11.7,1297.3,1297.3,1002.8,62,28.7,58,255,1,1002.8,30.3,19.6
2025-01-30T20:10:00-06:00,2025-01-30 20:10:00,26.9,28,18.7,0.7,1.8,33.1,259,0,0,0,0,11.7,1297.3,1297.3,1002.9,61,28.7,58,255,1,1002.9,30.3,19.6
2025-01-30T20:05:00-06:00,2025-01-30 20:05:00,26.9,28,18.7,0.4,1.8,33.1,244,0,0,0,0,11.7,1297.3,1297.3,1002.8,61,28.8,57,261,1,1002.8,30.3,19.4
2025-01-30T20:00:00-06:00,2025-01-30 20:00:00,27.1,28.2,18.7,2.2,3.6,33.1,264,0,0,0,0,11.7,1297.3,1297.3,1002.7,60,28.8,57,261,1,1002.7,30.3,19.4
